merchant_id,z_score
3b13132b64d8adf1ded92adce88bab0c,1.795897311
2fefa8b126607e29fe2990c722ee6cae,1.79589728
f6423457ad5daa885f892d5abac69a43,1.795897278
a04636787025080d6457296d5ee2ca66,1.795897245
75cfa89b9d20bd2ea5a74a283470bad9,1.795897189
d974852cb65724275144f0bd0c08f951,1.795897184
781a0d5b385137b6e05971f024a4d4f1,1.795897172
528559760de976ac94d5237046a7f9fe,1.795897172
170277c92bb14228ea593cb85b2654a9,1.795897136
252a3893179658de41f437d975468205,1.795897114
98555e2a46b8f678592b7caba74504cf,1.79589711
4002628957f70084918b0d02535b3bca,1.795897084
7e1a3119857f89ac777db6a1c8667406,1.795897068
97d34c42010dcbf436a0aaca60751d73,1.795897039
5e5c6be7a4b64ead7fe95a284e013e18,1.795896986
c16a824e50a22459a7f73c3cdb726f6d,1.795896983
fada60ac427a94ddc93f9554c523f402,1.795896975
c1ef41ae178e91d44a42ab555a79bfae,1.795896964
3260849bb45ab6d0e086cc4619d5b72d,1.795896945
d3f0297d0753a94bc36d3cd5ffdb87c3,1.795896923
ceff40a7fe4e78d7c988ed83759f7d91,1.79589692
76a46a2fef5c9dd7e70f675e2d783d7f,1.795896914
9810f068f88157e1e1e1df7a2d80706a,1.795896891
2f288d64ad0efe3ebc5f7ad1a464299c,1.795896888
a79f3730fbf6b87c5bbf8a4ea0fddb52,1.795896886
80d4c0e3d8705d1ae4cfd19dd89fa34a,1.795896831
61db27e3a54ff727b04d1ac95db48b84,1.795896827
1d39fd4773e27bb1badce133b2cec2ac,1.795896787
aab06e3e504518afa70bf9613e7e32e6,1.795896686
da5ac2a4989f1ac70e4dec5ae331f9ca,1.795896681
f0a7d979c6e57d746e1164ed6e44678e,1.795896636
05bd7b7237031159a5603a151d3c987e,1.795896633
08754c54ce88de6711c97623a7c276b6,1.795896633
e1cb35207fd8e4f4af038c54d32fca0b,1.795896576
e22fe568df69988c34f3d50a1e30c678,1.795896571
bd8b018945a0b4de22406b60a8f8e369,1.79589654
4a487a7a8a7320a4e05a9b3ee8b1d9ec,1.795896485
7517c624e419f83a42cb371d47b1e18f,1.795896483
b4c2d562e48fe5a69a343347699e0e37,1.795896483
19509bc9e0bdc83b4e3b4d8936497676,1.79589642
703e74f304a946e2b24e9cfa8069ceab,1.795896414
69d0353e88f579cded20ed0c14345371,1.795896402
b31d6f39e5d5dc13ca4a3bcc809a3dcc,1.795896338
3d03544dfcf88ad8dcbdc8d88a2aeb85,1.795896303
c2822ef9d1805014bdf9509516cab297,1.795896273
b893c8c2eaa339c705d03677f0a184a0,1.795896246
c2da40ed0c4c4fb524748bc570299550,1.795896203
21d86ea56f577e14fb04116bef7d1a44,1.795896077
fb4032c5962cea1e0365d6e49fe381c4,1.795895989
07ef5a8d5b17494d6589d66a743cf328,1.795895918
e2bd79902aa2c126084f080211564dc8,1.795895866
2b883ba1b8eb5c56ba900d75fa224be4,1.795895823
7bcfc1da9dbf54ffe24fdd2acbf5284b,1.795895801
524d8bc19ac712d1ab429056a2a993c8,1.795895723
140d937f9bdccb215ebae69d4d3f77c5,1.795895675
d6cc3c99264d90d75e973bd79cb50fb7,1.795895651
3ef66143a4e5311332f23b364425643e,1.7958956
4456aec9905b5a9b14744d67d8e0e3ce,1.795895592
a544abb197a74a4fce50a04e5537c39f,1.795895447
54979d3e8c77b0def3a6a93bb970557f,1.795895422
f863c1c3ef0a21f87d108f0c0fac757a,1.795895333
d7f46477dc224ac382dd33a363755484,1.795895138
c8ebeb11305fb42343aec8fa393647da,1.795895131
d111dec706d644f52f3a7f53cbafe244,1.79589498
b29135354047b4fa01f0f943737cc038,1.795894606
7a3c587b998f43c064bac3c3c4c12119,1.79589452
b6e254aeb68edd85bb17e3ba7a0edcbe,1.795894502
6cf8912022f697ca81e17e33dc2993e6,1.795894433
fd2919424aa877f8510812adda653f71,1.795894404
95c4bd3ba845b8be99eea13d0a0c8110,1.795894307
01b4c766324890206fd9c3236aea50f8,1.795894298
0cba576cd16d0f399c78c557b4899a58,1.795894063
85acd71b35771d6a8943962a1962a7f2,1.795894035
7e36d5eff771b37969cdbed3788d1d3d,1.795893994
8cc8075d6d8ad3c5134e1818aa3bfb4f,1.795893988
d40e3b935ec5db8508f6c6a5d38b0aa2,1.795893958
de9878e9d33c60263a094abc94fab3f0,1.795893702
e38512da01f544d8202f0255634bbcfa,1.795893598
ec390e445f99f5d8c57a847f02552fbc,1.795893321
3ce154e9fd3ffefc1646e6b18a35f0fa,1.795893197
d4da9f4e4d5513876d684e8f783c1110,1.795893158
aac7b7cb07315ca154d20b8a94366411,1.795893079
cb1a501c37de95822e795d41a34de812,1.795892927
871035ec5613dfdd75b913890257f0f8,1.795892855
1e4a05538195067d4921d32961fed71a,1.795892774
7fe6a2549dd3c145826cec43c82231f2,1.79589275
d74782f0751ddbf0f54d53d417b367ea,1.795892567
2e109050f2fc63b816c101dfb8827600,1.795892316
5b465c13fd8cac3b9baf4af74bc0069a,1.795890197
def2faa67d054cf3fa30ba0648eccb34,1.795890072
6da74ad4d3759e16a482b26043953692,1.795889819
1a95a20ee480d3c53bd76874aaf30773,1.795887794
2f3601debd0c93b60610207425c83f7e,1.795886703
960fc72b306e2c9879dbeaa4f765dad2,1.795883979
aa5b1bd57d0f81c1d0f0db812b75302e,1.795876896
c11816e407dca505d39cdd17e0dca371,1.795867901
61ebc3d912f47495f7d7f3d374616fe6,1.795866655
0f95dfab9bdeefaeeb44dcb164c8dd02,1.79584187
b47e73a01de2eda1044f574a05f89daa,1.781845552
e6ce2c94bcefdd97e7644457e74ba7a2,1.772170677
f1b603bcc48c4396a52d1af1a2e9ae31,1.766929656
32153e1da6193298c513fbac96c77241,1.754744163
51060a71b320845fcb23e31f4550c257,1.747535383
2d2f3af818c9dd2e93800e2fbd9acb1d,1.743834175
485f1d0ae76a063a524f0c6315e93e74,1.740043989
91c029af27d1e60442759b7d1c0671d1,1.73144638
09d565939e10290bb5cb27596845f186,1.730742034
1ef7439fcbd996e8d43d6d5dc6e7a314,1.723328861
42aba4b3ad24ee97a513f6cfe68819dd,1.720684993
cf228342d3a177c436043a11bf1a1205,1.720678017
2be2dfa705464fc15b5ce1f1971abf65,1.720670764
6fd6b19f1b2a8d3f9f402df3c5e05d30,1.71452883
451af08450a72fa37474b2cd93b08919,1.713365995
8c41eebf5a1f5867cbe38cf59b37c1bf,1.711288712
a11ee83e7026b0c537c7cfff4d0135b3,1.702869423
05813e6551870b3c911498e52a545914,1.699216152
9ce050e2f8b9a793dbe3777b394500ad,1.697658586
f6e868a7d51f67a210dc306357c6e525,1.689087621
71f5a7ba66728f455745c29e64fcebd6,1.683068141
b03452e740bc2a3537814f3ffa55c765,1.682172042
402dd25bdc2170ee2912e503f8df9e2f,1.681417982
a9a6bc8f86138d7b4c7a186ceb947b62,1.680087207
42bf85196c63fadb97cc4123d7ecf834,1.677417147
12aa94495d96d67d5b9db20cdc307c5d,1.672824353
8e1fbf177ce6427cfae9dbec5ea53e5f,1.6678543
35ae00d3b0b17c55bc1a0a1b7e251420,1.66165563
397dc71b9f153a88d57b040aa4870083,1.660530377
2c28f0f98e083eee1f018fc782292ffc,1.660501963
b75fccecb75be47415ce1244f0b2f993,1.660500726
8a2ef9b0913dd1bc8898292b7b4fca4d,1.660500431
7d148feb64eef8538fa531cc1e94e767,1.660486048
cd582a97b5c328c0b8a29666308ea1b2,1.649524531
0190bee478481861793abb15d52b9638,1.645458556
f2fa7f76d5a1cd7a8fd9f41857a2eea8,1.636367394
4ba0694ef893348906d8bed6a28f2c8c,1.626666395
66cc22d035499d6f9c62b6d21c5436c3,1.626653143
b8a20bf368f5c21fcc1180f653c8293e,1.626652994
eeba04a59c6f2f48e2e3c94b8ca43403,1.62665298
c30671584190a925103ec62a394de6ad,1.626652382
1869fb91c7518887d7bda05bae6af9e7,1.626650927
0f3bf5e6fefa0da8e063a5019b1f7c4b,1.626646766
19cdb4902b5c274a85f0e9fdbdd8ff62,1.626643823
ea503ea6b0e9ed9f7fd3154d3e38ff33,1.62663819
5d2bdfd0f1898f58b14215f7c8a173de,1.607869162
18856b47d46e2a7ddf650bdadc3b81e3,1.602508797
ac0e9478875811daa1da261d75df0f52,1.602491875
6e238e67f747d74692c158b9497e9e78,1.602478251
b02db25001515db8d0fc38ed9df222cd,1.599957294
301abcbcebfd73b9563772a59b4c17a8,1.592805772
80a777588c741a17fd957b8b989dd4c7,1.592801869
63936fda2cee1e464c4df3c6487055e2,1.59081787
d6556bf1972f9b8cfbb909d1885c8b37,1.584497104
9c31737d2e075dc48cffaee6253b790c,1.584350738
a597e50502f5ff68e3e25b9114205d4a,1.575170068
f0f68749983c98403d5954cd5e0b7b30,1.573345641
4a3ef7e06bb4020500bbd7e86dc71429,1.570253681
87355b7f60f29ecb7a50a7f5c1d67ff8,1.570249901
